codigo,aplicacion,instancia,ambienteSV,nombreSVHost,nombreSVOVM,ipV4
SI050,COSTOS WEB,N/A,PRODUCCIÓN,VSPDAPCOSTOS01,VSPDAPCOSTOS01,172.30.163.54
SI156,CLASIFICACIÓN UNICA DE OCUPACIONES PARA COLOMBIA (CUOC),N/A,PRODUCCIÓN,VSPDBDCUOC01,VSPDBDCUOC01,172.31.4.58
SI158,DASHBOARD EMPLEABILIDAD,N/A,PREPRODUCCIÓN,VSPPAPDASHB01,VSPPAPDASHB01,172.30.164.28
HT014,SOLUCIÓN ANALÍTICA DATOS ABIERTOS,N/A,PREPRODUCCIÓN,VSPPAPDASHB01,VSPPAPDASHB01,172.30.164.28
HT012,GESTIÓN ACELERADORES Y ESTRATEGIAS (GAE),N/A,PREPRODUCCIÓN,VSPPAPDASHB01,VSPPAPDASHB01,172.30.164.28
HT014,SOLUCIÓN ANALÍTICA DATOS ABIERTOS,N/A,PRODUCCIÓN,VSPDAPDASHB01,VSPDAPDASHB01,172.30.163.63
SI158,DASHBOARD EMPLEABILIDAD,N/A,PRODUCCIÓN,VSPDAPDASHB01,VSPDAPDASHB01,172.30.163.63
HT012,GESTIÓN ACELERADORES Y ESTRATEGIAS (GAE),N/A,PRODUCCIÓN,VSPDAPDASHB01,VSPDAPDASHB01,172.30.163.63
SI158,DASHBOARD EMPLEABILIDAD,N/A,PRODUCCIÓN,VSPDBDDASHB01,VSPDBDDASHB01,172.31.4.55
SI158,DASHBOARD EMPLEABILIDAD,N/A,PRODUCCIÓN,VSPDBDDASHB02,VSPDBDDASHB02,172.31.4.56
SI028,DIRECTORIO ACTIVO,N/A,PRODUCCIÓN,VSPDADDS01,VSPDADDS01,172.29.13.153
SI028,DIRECTORIO ACTIVO,N/A,PRODUCCIÓN,VSPDADDS02,VSPDADDS02,172.29.13.154
SI028,DIRECTORIO ACTIVO,N/A,PRODUCCIÓN,VSPDADDS03,VSPDADDS03,172.29.13.155
SI028,DIRECTORIO ACTIVO,N/A,PRODUCCIÓN,VSPDADDS04,VSPDADDS04,172.29.13.156
SI028,DIRECTORIO ACTIVO,N/A,PRODUCCIÓN,VSPDADDS05,VSPDADDS05,172.29.13.157
SI028,DIRECTORIO ACTIVO,N/A,PRODUCCIÓN,VSPDADDS06,VSPDADDS06,172.30.132.232
SI028,DIRECTORIO ACTIVO,N/A,PRODUCCIÓN,VSPDADDS07,VSPDADDS07,172.30.132.229
SI028,DIRECTORIO ACTIVO,N/A,PRODUCCIÓN,VSPDADDS08,VSPDADDS08,172.30.132.227
SI028,DIRECTORIO ACTIVO,N/A,PRODUCCIÓN,VSPDADFORM01,VSPDADFORM01,172.29.13.151
SI028,DIRECTORIO ACTIVO,N/A,PRODUCCIÓN,VSPDADFORM02,VSPDADFORM02,172.29.13.152
SI093,COMPROMISO SISTEMA INTEGRADO DE GESTIÓN Y AUTOCONTROL SIGA,N/A,PREPRODUCCIÓN,VSPPAPCOMPRO01,VSPPAPCOMPRO01,172.30.164.46
SI093,COMPROMISO SISTEMA INTEGRADO DE GESTIÓN Y AUTOCONTROL SIGA,N/A,PREPRODUCCIÓN,VSPPBDCOMPRO01,VSPPBDCOMPRO01,172.31.4.155
SI026,FIRMA DIGITAL_CERTIFICACIONES,N/A,PREPRODUCCIÓN,VSPPAPFIDIG01,VSPPAPFIDIG01,172.30.164.137
SI026,FIRMA DIGITAL_CERTIFICACIONES,N/A,PREPRODUCCIÓN,VSPPAPFIDIG02,VSPPAPFIDIG02,172.30.164.138
SI026,FIRMA DIGITAL_CERTIFICACIONES,N/A,PREPRODUCCIÓN,VSPPAPFIDIG03,VSPPAPFIDIG03,172.30.164.139
SI021,SISTEMA DE GESTIÓN DE CENTROS (SGC),N/A,PRODUCCIÓN,sc0102d2z02,N/A,172.29.10.132
SI026,FIRMA DIGITAL_CERTIFICACIONES,N/A,PRODUCCIÓN,VSPDAPFIDIG01,VSPDAPFIDIG01,172.30.163.162
SI026,FIRMA DIGITAL_CERTIFICACIONES,N/A,PRODUCCIÓN,VSPDAPFIDIG02,VSPDAPFIDIG02,172.30.163.163
SI026,FIRMA DIGITAL_CERTIFICACIONES,N/A,PRODUCCIÓN,VSPDAPFIDIG03,VSPDAPFIDIG03,172.30.163.164
SI026,FIRMA DIGITAL_CERTIFICACIONES,N/A,PRODUCCIÓN,VSPDAPFIDIG04,VSPDAPFIDIG04,172.30.163.165
SI026,FIRMA DIGITAL_CERTIFICACIONES,N/A,PRODUCCIÓN,VSPDAPFIDIG05,VSPDAPFIDIG05,172.30.163.166
SI093,COMPROMISO SISTEMA INTEGRADO DE GESTIÓN Y AUTOCONTROL SIGA,N/A,PRODUCCIÓN,VSCOMPROMISOBD01,VSCOMPROMISOBD01,172.29.11.116
SI093,COMPROMISO SISTEMA INTEGRADO DE GESTIÓN Y AUTOCONTROL SIGA,N/A,PRODUCCIÓN,VSCOMPROMISOBD02,VSCOMPROMISOBD02,172.29.11.117
SI093,COMPROMISO SISTEMA INTEGRADO DE GESTIÓN Y AUTOCONTROL SIGA,N/A,PRODUCCIÓN,VSPDAPCOMPRO01,VSPDAPCOMPRO01,172.30.163.145
SI093,COMPROMISO SISTEMA INTEGRADO DE GESTIÓN Y AUTOCONTROL SIGA,N/A,PRODUCCIÓN,VSPDAPCOMPRO02,VSPDAPCOMPRO02,172.30.163.149
SI124,CONTROLDOC,N/A,PREPRODUCCIÓN,VSPPAPCDOC01,VSPPAPCDOC01,172.30.164.98
SI124,CONTROLDOC,N/A,PREPRODUCCIÓN,VSPPAPCDOC02,VSPPAPCDOC02,172.30.164.99
SI154,CONVOCATORIAS SENNOVA,N/A,PREPRODUCCIÓN,VSPREAPCONV01,VSPREAPCONV01,172.30.164.10
SI154,CONVOCATORIAS SENNOVA,N/A,PREPRODUCCIÓN,VSPREAPCONV02,VSPREAPCONV02,172.30.164.11
SI124,CONTROLDOC,N/A,PRODUCCIÓN,sc01zfdbcdoc01,N/A,172.29.21.4
SI124,CONTROLDOC,N/A,PRODUCCIÓN,VSPDAPCDOC01,VSPDAPCDOC01,172.30.163.124
SI124,CONTROLDOC,N/A,PRODUCCIÓN,VSPDAPCDOC02,VSPDAPCDOC02,172.30.163.125
SI154,CONVOCATORIAS SENNOVA,N/A,PREPRODUCCIÓN,VSPREAPCONV03,VSPREAPCONV03,172.30.164.12
SI154,CONVOCATORIAS SENNOVA,N/A,PREPRODUCCIÓN,VSPREBDACONV01,VSPREBDACONV01,172.31.4.138
SI154,CONVOCATORIAS SENNOVA,N/A,PREPRODUCCIÓN,VSPREBDACONV02,VSPREBDACONV02,172.31.4.139
SI154,CONVOCATORIAS SENNOVA,N/A,PREPRODUCCIÓN,VSPRESVCONV01,VSPRESVCONV01,172.30.164.13
SI047,GESDOC06,N/A,PRODUCCIÓN,sc0101d2z04,N/A,172.29.10.164
SI046,GESDOC2K,N/A,PRODUCCIÓN,sc0101d2z04,N/A,172.29.10.164
SI010,GESTIÓN DOCUMENTAL ONBASE,N/A,DESARROLLO,VSDEAPOBASE01,VSDEAPOBASE01,172.30.176.61
SI010,GESTIÓN DOCUMENTAL ONBASE,N/A,DESARROLLO,VSDEAPOBASE02,VSDEAPOBASE02,172.30.176.112
SI010,GESTIÓN DOCUMENTAL ONBASE,N/A,DESARROLLO,VSDEAPOBASE03,VSDEAPOBASE03,172.30.176.113
SI010,GESTIÓN DOCUMENTAL ONBASE,N/A,DESARROLLO,VSDEFSOBASE04,VSDEAPOBASE04,172.30.176.114
SI010,GESTIÓN DOCUMENTAL ONBASE,N/A,PREPRODUCCIÓN,VSPPAPOBASE01,VSPPAPOBASE01,172.30.164.151
SI010,GESTIÓN DOCUMENTAL ONBASE,N/A,PREPRODUCCIÓN,VSPPAPOBASE02,VSPPAPOBASE02,172.30.164.152
SI010,GESTIÓN DOCUMENTAL ONBASE,N/A,PREPRODUCCIÓN,VSPPAPOBASE03,VSPPAPOBASE03,172.30.164.153
SI154,CONVOCATORIAS SENNOVA,N/A,PREPRODUCCIÓN,VSPRESVCONV02,VSPRESVCONV02,172.30.164.14
SI010,GESTIÓN DOCUMENTAL ONBASE,N/A,PRODUCCIÓN,sc01zdbadm04,N/A,172.29.10.54
SI010,GESTIÓN DOCUMENTAL ONBASE,N/A,PRODUCCIÓN,sc01zdbadm16,N/A,172.29.10.76
SI154,CONVOCATORIAS SENNOVA,N/A,PRODUCCIÓN,VSPRDAPCONV01,VSPRDAPCONV01,172.30.163.10
SI010,GESTIÓN DOCUMENTAL ONBASE,N/A,PRODUCCIÓN,VSPDAPOBASE02,VSPDAPOBASE02,172.30.163.227
SI010,GESTIÓN DOCUMENTAL ONBASE,N/A,PRODUCCIÓN,VSPDAPOBASE03,VSPDAPOBASE03,172.30.163.228
SI010,GESTIÓN DOCUMENTAL ONBASE,N/A,PRODUCCIÓN,VSPDAPOBASE01,VSPDAPOBASE01,172.29.18.233
SI010,GESTIÓN DOCUMENTAL ONBASE,N/A,PRODUCCIÓN,VSPDAPOBASE07,VSPDAPOBASE07,172.30.163.160
SI010,GESTIÓN DOCUMENTAL ONBASE,N/A,PRODUCCIÓN,VSPDAPOBASE04NE,VSPDAPOBASE04NE,172.30.163.161
SI010,GESTIÓN DOCUMENTAL ONBASE,N/A,PRODUCCIÓN,VSPDAPOBASE09,VSPDAPOBASE09,172.30.163.168
SI010,GESTIÓN DOCUMENTAL ONBASE,N/A,PRODUCCIÓN,VSPDFSOBASE01,VSPDFSOBASE01,172.30.163.240
SI130,GESTIONWEB (WEBSUPPORT),N/A,PREPRODUCCIÓN,VSPPAPWEBSU01,VSPPAPWEBSU01,172.30.164.132
SI130,GESTIONWEB (WEBSUPPORT),N/A,PRODUCCIÓN,VSPDAPWEBSU01,VSPDAPWEBSU01,172.30.163.173
SI154,CONVOCATORIAS SENNOVA,N/A,PRODUCCIÓN,VSPRDAPCONV02,VSPRDAPCONV02,172.30.163.11
SI111,GXSERVER,N/A,DESARROLLO,VSDEAPGXSER01,VSDEVAPGXA01,172.29.52.105
SI111,GXSERVER,N/A,DESARROLLO,VSFLIASENAPP01,VSFLIASENAAPP01,172.29.19.178
SI154,CONVOCATORIAS SENNOVA,N/A,PRODUCCIÓN,VSPRDAPCONV03,VSPRDAPCONV03,172.30.163.12
SI111,GXSERVER,N/A,DESARROLLO,VSGXAPP09,VSGXAPP09,172.29.52.31
SI111,GXSERVER,N/A,PRODUCCIÓN,VXGXSERVER01,VXGXSERVER01,172.29.19.32
SI102,CÓDIGO DE BARRAS - SPU,N/A,PRODUCCIÓN,VSFLIASENAPP02,VSFLIASENAPP02,172.29.19.144
SI121,SERVICIO MÉDICO ASISTENCIAL - SPU,N/A,PRODUCCIÓN,VSFLIASENAPP02,VSFLIASENAPP02,172.29.19.144
SI154,CONVOCATORIAS SENNOVA,N/A,PRODUCCIÓN,VSPRDAPCONV04,VSPRDAPCONV04,172.30.163.13
SI154,CONVOCATORIAS SENNOVA,N/A,PRODUCCIÓN,VSPRDAPCONV05,VSPRDAPCONV05,172.30.163.14
SI154,CONVOCATORIAS SENNOVA,N/A,PRODUCCIÓN,VSPRDBDACONV01,VSPRDBDACONV01,172.31.4.10
SI154,CONVOCATORIAS SENNOVA,N/A,PRODUCCIÓN,VSPRDBDACONV02,VSPRDBDACONV02,172.31.4.11
SI154,CONVOCATORIAS SENNOVA,N/A,PRODUCCIÓN,VSPRDBDSCONV01,VSPRDBDSCONV01,172.31.4.12
SI154,CONVOCATORIAS SENNOVA,N/A,PRODUCCIÓN,VSPRDBDSCONV02,VSPRDBDSCONV02,172.31.4.13
SI154,CONVOCATORIAS SENNOVA,N/A,PRODUCCIÓN,VSPRDSVCONV01,VSPRDSVCONV01,172.30.163.15
SI154,CONVOCATORIAS SENNOVA,N/A,PRODUCCIÓN,VSPRDSVCONV02,VSPRDSVCONV02,172.30.163.16
N/A,INFRAESTRUCTURA,Base de datos RMAN,PRODUCCIÓN,VSCLCO13C,VSCLCO13CC,172.29.10.13
N/A,INFRAESTRUCTURA,"SOLARIS: LDOM ZONAS BD (MFINAN1,MGESDOC01, MAPORTES1, MGESDOC21, MSGCNAL1, MSGCCERT1, MINITIAL1)",PRODUCCIÓN,sc01dedadm0101,N/A,172.29.10.220
N/A,INFRAESTRUCTURA,"SOLARIS: LDOM ZONAS BD(MGESDOC22, MSGCNAL2, MAPORTES2, MFINAN2, MGESDOC02, MINITIAL2, MSGCCERT2)",PRODUCCIÓN,sc01dedadm0201,N/A,172.29.10.223
N/A,INFRAESTRUCTURA,SOLARIS:  M8 - Storage Exadata,PRODUCCIÓN,sc01celadm01,N/A,N/A
N/A,INFRAESTRUCTURA,SOLARIS:  M8 - Storage Exadata,PRODUCCIÓN,sc01celadm02,N/A,N/A
N/A,INFRAESTRUCTURA,SOLARIS:  M8 - Storage Exadata,PRODUCCIÓN,sc01celadm03,N/A,N/A
N/A,INFRAESTRUCTURA,SOLARIS:  M8 - Storage Exadata,PRODUCCIÓN,sc01celadm04,N/A,N/A
N/A,INFRAESTRUCTURA,SOLARIS:  M8 - Storage Exadata,PRODUCCIÓN,sc01celadm05,N/A,N/A
N/A,INFRAESTRUCTURA,SOLARIS:  M8 - Storage Exadata,PRODUCCIÓN,sc01celadm06,N/A,N/A
N/A,INFRAESTRUCTURA,SOLARIS:  M8 - Storage Exadata,PRODUCCIÓN,sc01celadm07,N/A,N/A
N/A,INFRAESTRUCTURA,Controlador Dom.Sena.Net,DESARROLLO,VSDEADDS01,VSDESADDS01,172.30.164.127
N/A,INFRAESTRUCTURA,Pendiente eliminación,PREPRODUCCIÓN,VSPPAPBALAN01,VSPPAPBALAN01,172.29.28.207
N/A,INFRAESTRUCTURA,Pendiente desconexión de interfases para iniciar proceso de liberación de infraestructura,PRODUCCIÓN,PSDIGFTPA01,psdigftpa01,172.16.2.69
SI154,CONVOCATORIAS SENNOVA,N/A,PRODUCCIÓN,VSPRDSVCONV03,VSPRDSVCONV03,172.30.163.17
SI028,DIRECTORIO ACTIVO,FEDERATION SERVICES,PRODUCCIÓN,VSPDADFS02,VSPDADFS02,172.30.163.40
SI028,DIRECTORIO ACTIVO,CA,PRODUCCIÓN,VSPDAPADCS01,VSPDAPADCS01,172.29.13.150
SI028,DIRECTORIO ACTIVO,CA,PRODUCCIÓN,VSPDAPADCS02,VSPDAPADCS02,172.30.163.35
SI028,DIRECTORIO ACTIVO,CA,PRODUCCIÓN,VSPDAPADCS03,VSPDAPADCS03,172.30.163.97
SI154,CONVOCATORIAS SENNOVA,N/A,PRODUCCIÓN,VSPRDSVCONV04,VSPRDSVCONV04,172.30.163.18
SI050,COSTOS WEB,N/A,PRODUCCIÓN,VSPDBDCOSTOS01,VSPDBDCOSTOS01,172.31.4.44
SI159,EVALUACIONES EN LÍNEA -ECCL,N/A,PRODUCCIÓN,VSPDAPECLIN01,VSPDAPECLIN01,172.29.52.12
N/A,INFRAESTRUCTURA,FILE SERVER,PRODUCCIÓN,VSPDAPFILE01,VSPDAPFILE01,172.29.19.243
N/A,INFRAESTRUCTURA,MESA DE SERVICIO,PRODUCCIÓN,VSPDAPMDS01,VSPDAPMESA01_OLD,172.30.163.38
N/A,INFRAESTRUCTURA,Aplicación RDS,PRODUCCIÓN,VSPDAPRDS01,VSPDAPRDS01,172.30.163.71
SI091,SISTEMA DE LA DIRECCIÓN DE FORMACIÓN PARA EL TRABAJO (DSNFT),N/A,PRODUCCIÓN,VSPDAPECLIN01,VSPDAPECLIN01,172.29.52.12
SI091,SISTEMA DE LA DIRECCIÓN DE FORMACIÓN PARA EL TRABAJO (DSNFT),N/A,PRODUCCIÓN,VSPDAPECLIN02,VSPDAPECLIN02,172.29.52.13
SI159,EVALUACIONES EN LÍNEA -ECCL,N/A,PRODUCCIÓN,VSPDAPECLIN02,VSPDAPECLIN02,172.29.52.13
SI028,DIRECTORIO ACTIVO,N/A,PRODUCCIÓN,VSPDDHCP01,VSPDDHCP01,172.30.132.231
SI028,DIRECTORIO ACTIVO,N/A,PRODUCCIÓN,VSPDDHCP02,VSPDDHCP02,172.30.132.226
N/A,INFRAESTRUCTURA,Pendiente desconexión de interfases para iniciar proceso de liberación de infraestructura,PRODUCCIÓN,VSPDMONIT02,VSPDMONIT02,172.29.18.240
N/A,INFRAESTRUCTURA,OVM,PRODUCCIÓN,FSDCOOVS01R1P,N/A,172.30.141.11
N/A,INFRAESTRUCTURA,OVM,PRODUCCIÓN,FSDCOOVS01R2P,N/A,172.30.141.27
N/A,INFRAESTRUCTURA,OVM,PRODUCCIÓN,FSDCOOVS01R3P,N/A,172.30.141.42
N/A,INFRAESTRUCTURA,OVM,PRODUCCIÓN,FSDCOOVS02R1P,N/A,172.30.141.12
N/A,INFRAESTRUCTURA,OVM,PRODUCCIÓN,FSDCOOVS02R2P,N/A,172.30.141.28
N/A,INFRAESTRUCTURA,OVM,PRODUCCIÓN,FSDCOOVS02R3P,N/A,172.30.141.43
N/A,INFRAESTRUCTURA,OVM,PRODUCCIÓN,FSDCOOVS03R1P,N/A,172.30.141.13
N/A,INFRAESTRUCTURA,OVM,PRODUCCIÓN,FSDCOOVS03R2P,N/A,172.30.141.29
N/A,INFRAESTRUCTURA,OVM,PRODUCCIÓN,FSDCOOVS03R3P,N/A,172.30.141.44
N/A,INFRAESTRUCTURA,OVM,PRODUCCIÓN,FSDCOOVS04R1P,N/A,172.30.141.14
N/A,INFRAESTRUCTURA,OVM,PRODUCCIÓN,FSDCOOVS04R2P,N/A,172.30.141.30
N/A,INFRAESTRUCTURA,OVM,PRODUCCIÓN,FSDCOOVS04R3P,N/A,172.30.141.45
N/A,INFRAESTRUCTURA,OVM,PRODUCCIÓN,FSDCOOVS05R1P,N/A,172.30.141.15
N/A,INFRAESTRUCTURA,OVM,PRODUCCIÓN,FSDCOOVS05R2P,N/A,172.30.141.31
N/A,INFRAESTRUCTURA,OVM,PRODUCCIÓN,FSDCOOVS05R3P,N/A,172.30.141.46
N/A,INFRAESTRUCTURA,OVM,PRODUCCIÓN,FSDCOOVS06R1P,N/A,172.30.141.16
N/A,INFRAESTRUCTURA,OVM,PRODUCCIÓN,FSDCOOVS06R2P,N/A,172.30.141.32
N/A,INFRAESTRUCTURA,OVM,PRODUCCIÓN,FSDCOOVS06R3P,N/A,172.30.141.47
N/A,INFRAESTRUCTURA,OVM,PRODUCCIÓN,FSDCOOVS07R1P,N/A,172.30.141.17
N/A,INFRAESTRUCTURA,OVM,PRODUCCIÓN,FSDCOOVS07R2P,N/A,172.30.141.33
N/A,INFRAESTRUCTURA,OVM,PRODUCCIÓN,FSDCOOVS07R3P,N/A,172.30.141.48
N/A,INFRAESTRUCTURA,OVM,PRODUCCIÓN,FSDCOOVS08R1P,N/A,172.30.141.18
N/A,INFRAESTRUCTURA,OVM,PRODUCCIÓN,FSDCOOVS08R2P,N/A,172.30.141.34
N/A,INFRAESTRUCTURA,OVM,PRODUCCIÓN,FSDCOOVS08R3P,N/A,172.30.141.49
N/A,INFRAESTRUCTURA,OVM,PRODUCCIÓN,FSDCOOVS09R1P,N/A,172.30.141.19
N/A,INFRAESTRUCTURA,OVM,PRODUCCIÓN,FSDCOOVS09R2P,N/A,172.30.141.35
N/A,INFRAESTRUCTURA,OVM,PRODUCCIÓN,FSDCOOVS09R3P,N/A,172.30.141.50
N/A,INFRAESTRUCTURA,OVM,PRODUCCIÓN,FSDCOOVS10R1P,N/A,172.30.141.20
N/A,INFRAESTRUCTURA,OVM,PRODUCCIÓN,FSDCOOVS10R2P,N/A,172.30.141.36
N/A,INFRAESTRUCTURA,OVM,PRODUCCIÓN,FSDCOOVS10R3P,N/A,172.30.141.51
N/A,INFRAESTRUCTURA,OVM,PRODUCCIÓN,FSDCOOVS11R1P,N/A,172.30.141.21
N/A,INFRAESTRUCTURA,OVM,PRODUCCIÓN,FSDCOOVS11R2P,N/A,172.30.141.37
N/A,INFRAESTRUCTURA,OVM,PRODUCCIÓN,FSDCOOVS11R3P,N/A,172.30.141.52
N/A,INFRAESTRUCTURA,OVM,PRODUCCIÓN,FSDCOOVS12R1P,N/A,172.30.141.22
N/A,INFRAESTRUCTURA,OVM,PRODUCCIÓN,FSDCOOVS12R2P,N/A,172.30.141.38
N/A,INFRAESTRUCTURA,OVM,PRODUCCIÓN,FSDCOOVS12R3P,N/A,172.30.141.53
N/A,INFRAESTRUCTURA,OVM,PRODUCCIÓN,FSDCOOVS13R1P,N/A,172.30.141.23
N/A,INFRAESTRUCTURA,OVM,PRODUCCIÓN,FSDCOOVS13R2P,N/A,172.30.141.39
N/A,INFRAESTRUCTURA,OVM,PRODUCCIÓN,FSDCOOVS13R3P,N/A,172.30.141.54
N/A,INFRAESTRUCTURA,OVM,PRODUCCIÓN,FSDCOOVS14R1P,N/A,172.30.141.24
N/A,INFRAESTRUCTURA,OVM,PRODUCCIÓN,FSDCOOVS14R2P,N/A,172.30.141.40
N/A,INFRAESTRUCTURA,OVM,PRODUCCIÓN,FSDCOOVS14R3P,N/A,172.30.141.55
N/A,INFRAESTRUCTURA,OVM,PRODUCCIÓN,FSDCOOVS15R1P,N/A,172.30.141.25
N/A,INFRAESTRUCTURA,OVM,PRODUCCIÓN,FSDCOOVS15R2P,N/A,172.30.141.41
N/A,INFRAESTRUCTURA,OVM,PRODUCCIÓN,FSDCOOVS15R3P,N/A,172.30.141.56
N/A,INFRAESTRUCTURA,OVM,PRODUCCIÓN,FSDCOOVS16R1P,N/A,172.30.141.26
N/A,INFRAESTRUCTURA,OVM,PRODUCCIÓN,FSDCOOVS16R2P,N/A,172.30.141.57
N/A,INFRAESTRUCTURA,OVM,PRODUCCIÓN,FSDCOOVS16R3P,N/A,172.30.141.59
N/A,INFRAESTRUCTURA,OVM,PRODUCCIÓN,FSDCOOVS17R2P,N/A,172.30.141.58
N/A,INFRAESTRUCTURA,OVM,PRODUCCIÓN,FSDCOOVS17R3P,N/A,172.30.141.60
N/A,INFRAESTRUCTURA,OVM,PRODUCCIÓN,OVMMSVRPOOL1,OVMMSVRPOOL1,172.30.141.124
N/A,INFRAESTRUCTURA,OVM,PRODUCCIÓN,OVMMSVRPOOL2,OVMMSVRPOOL2,172.30.141.125
N/A,INFRAESTRUCTURA,OVM,PRODUCCIÓN,OVMMSVRPOOL3,OVMMSVRPOOL3,172.30.141.126
N/A,INFRAESTRUCTURA,SOLARIS:  PDOMIN-1,PRODUCCIÓN,sc01-rootadm0101,N/A,172.29.10.50
N/A,INFRAESTRUCTURA,SOLARIS:  PDOMIN-2,PRODUCCIÓN,sc01-rootadm0201,N/A,172.29.10.72
N/A,INFRAESTRUCTURA,SOLARIS:  Servidor virtual Root Domain  PDom1 Primary domain,PRODUCCIÓN,sc01-rootadm0102,N/A,N/A
N/A,INFRAESTRUCTURA,SOLARIS:  Servidor virtual Root Domain  PDom1 Primary domain,PRODUCCIÓN,sc01-rootadm0103,N/A,N/A
SI021,SISTEMA DE GESTIÓN DE CENTROS (SGC),Servidor VIRTUAL donde corre weblogic de Aplicaciónes para  SGCNAL,PRODUCCIÓN,sc0101d2z02,N/A,172.29.10.162
N/A,INFRAESTRUCTURA,SOLARIS:  Servidor virtual Root Domain  PDom1 Primary domain,PRODUCCIÓN,sc01-rootadm0104,N/A,N/A
N/A,INFRAESTRUCTURA,SOLARIS:  Servidor virtual Root Domain  PDom1 Primary domain,PRODUCCIÓN,sc01-rootadm0202,N/A,N/A
N/A,INFRAESTRUCTURA,SOLARIS: Servidor virtual Root Domain  PDom1 Primary domain,PRODUCCIÓN,sc01-rootadm0203,N/A,N/A
N/A,INFRAESTRUCTURA,SOLARIS: Servidor virtual Root Domain  PDom1 Primary domain,PRODUCCIÓN,sc01-rootadm0204,N/A,N/A
HT016,INTEROPERABILIDAD SENA CONTRALORÍA,N/A,PRODUCCIÓN,sc01zfdbpd01,N/A,172.29.11.189
HT016,INTEROPERABILIDAD SENA CONTRALORÍA,N/A,PRODUCCIÓN,sc01zfdbpd02,N/A,172.29.11.199
HT016,INTEROPERABILIDAD SENA CONTRALORÍA,N/A,PRODUCCIÓN,sc01zfdbsoapd01,N/A,172.29.11.62
HT016,INTEROPERABILIDAD SENA CONTRALORÍA,N/A,PRODUCCIÓN,sc01zfdbsoapd02,N/A,172.29.11.178
HT016,INTEROPERABILIDAD SENA CONTRALORÍA,N/A,PRODUCCIÓN,sc01zfodipd01,N/A,172.29.11.42
HT016,INTEROPERABILIDAD SENA CONTRALORÍA,N/A,PRODUCCIÓN,sc01zfodipd02,N/A,172.29.11.50
HT016,INTEROPERABILIDAD SENA CONTRALORÍA,N/A,PRODUCCIÓN,sc01zfosbpd01,N/A,172.29.11.48
HT016,INTEROPERABILIDAD SENA CONTRALORÍA,N/A,PRODUCCIÓN,sc01zfosbpd02,N/A,172.29.11.49
HT016,INTEROPERABILIDAD SENA CONTRALORÍA,N/A,PRODUCCIÓN,sc01zfwlspd01,N/A,172.29.11.52
HT016,INTEROPERABILIDAD SENA CONTRALORÍA,N/A,PRODUCCIÓN,sc01zfwlspd02,N/A,172.29.11.53
HT016,INTEROPERABILIDAD SENA CONTRALORÍA,N/A,PREPRODUCCIÓN,sc01zfadmqa01,N/A,172.29.10.130
HT016,INTEROPERABILIDAD SENA CONTRALORÍA,N/A,PREPRODUCCIÓN,sc01zfdbqa01,N/A,172.29.10.224
HT016,INTEROPERABILIDAD SENA CONTRALORÍA,N/A,PREPRODUCCIÓN,sc01zfdbqa02,N/A,172.29.10.228
HT016,INTEROPERABILIDAD SENA CONTRALORÍA,N/A,PREPRODUCCIÓN,sc01zfmdlqa01,N/A,172.29.10.160
HT016,INTEROPERABILIDAD SENA CONTRALORÍA,N/A,PREPRODUCCIÓN,sc01zfmdlqa02,N/A,172.29.10.213
SI124,CONTROLDOC,N/A,PREPRODUCCIÓN,VSPPBDCOSTOS01,VSPPBDCOSTOS01,172.31.4.151
HT012,GESTIÓN ACELERADORES Y ESTRATEGIAS (GAE),N/A,PREPRODUCCIÓN,VSPPAPSDCACE01,VSPPAPSDCACE01,172.30.164.143
SI152,INTRASUITE,N/A,PRODUCCIÓN,VSPDAPISUIT01,VSPDAPISUIT01,172.30.163.84
SI152,INTRASUITE,N/A,PRODUCCIÓN,VSPDAPISUIT02,VSPDAPISUIT02,172.30.163.85
SI152,INTRASUITE,N/A,PREPRODUCCIÓN,VSPPAPISUIT01,VSPPAPISUIT01,172.30.164.67
SI152,INTRASUITE,N/A,PREPRODUCCIÓN,VSPPBDISUIT01,VSPPBDISUIT01,172.31.4.159
SI152,INTRASUITE,N/A,PRODUCCIÓN,VSSENNOVAAPP01,VSSENNOVAAPP01,172.29.19.42
SI152,INTRASUITE,SENOVA,PRODUCCIÓN,VSSQLSENA1BD02,VSSQLSENA1BD02,172.29.11.143
SI146,JASPER,N/A,PREPRODUCCIÓN,VSPPAPJASP01,VSPPAPJASP01,172.30.164.61
HT012,GESTIÓN ACELERADORES Y ESTRATEGIAS (GAE),N/A,PREPRODUCCIÓN,VSPPAPSDCACE02,VSPPAPSDCACE02,172.30.164.144
HT012,GESTIÓN ACELERADORES Y ESTRATEGIAS (GAE),N/A,PRODUCCIÓN,VSPDAPSDCACE01,VSPDAPSDCACE01,172.30.163.171
HT012,GESTIÓN ACELERADORES Y ESTRATEGIAS (GAE),N/A,PRODUCCIÓN,VSPDAPSDCACE02,VSPDAPSDCACE02,172.30.163.172
SI004,KACTUS,N/A,CAPACITACIÓN,VSPPAPKACT01,VSCAPRDKACT01,172.30.168.25
SI004,KACTUS,N/A,DESARROLLO,VSDERDKACT01,VSDERDKACT01,172.30.176.74
SI004,KACTUS,N/A,PREPRODUCCIÓN,VSPPRDKACT01,VSPPRDKACT01,172.29.33.221
