codigo,aplicacion,instancia,ambienteSV,nombreSVHost,nombreSVOVM,ipV4
SI004,KACTUS,N/A,PREPRODUCCIÓN,VSPPWEBKACT01,VSPPWEBKACT01,172.30.164.55
SI010,GESTIÓN DOCUMENTAL ONBASE,N/A,PREPRODUCCIÓN,VSPPFSOBASE04,VSPPFSOBASE04,172.30.164.154
SI004,KACTUS,N/A,PRODUCCIÓN,sc01zdbadm03,N/A,172.29.10.53
SI004,KACTUS,N/A,PRODUCCIÓN,sc01zdbadm15,N/A,172.29.10.75
SI004,KACTUS,N/A,PRODUCCIÓN,VSPDFTPKACT01,VSPDFTPKACT01,172.29.18.87
SI004,KACTUS,N/A,PRODUCCIÓN,VSPDRDKACT01,VSPDRDKACT01,172.29.19.184
SI004,KACTUS,N/A,PRODUCCIÓN,VSPDRDKACT02,VSPDRDKACT02,172.29.18.42
SI004,KACTUS,N/A,PRODUCCIÓN,VSPDRDKACT04,VSPDRDKACT04,172.29.19.185
SI004,KACTUS,N/A,PRODUCCIÓN,VSPDRDKACT03,VSPDRDKACT03,172.29.18.41
SI004,KACTUS,N/A,PRODUCCIÓN,VSPDWEBKACT01,VSPDWEBKACT01,172.29.18.43
SI004,KACTUS,N/A,PRODUCCIÓN,VSPDWEBKACT02,VSPDWEBKACT02,172.29.18.44
HT003,LATCH - CA PRIVILEGED ACCESS MANAGER (CAPAM),BD Latch y BD Capam Log,PRODUCCIÓN,VSCAPAMBD01,VSCAPAMBD01,172.29.10.217
HT003,LATCH - CA PRIVILEGED ACCESS MANAGER (CAPAM),Server Control PAM ,PRODUCCIÓN,VSPDAPPAMSA01,VSPDAPPAMSA01,172.29.52.36
HT003,LATCH - CA PRIVILEGED ACCESS MANAGER (CAPAM),Server Control PAM ,PRODUCCIÓN,VSPDAPPAMCE01,VSPDAPPAMCE01,172.29.52.35
HT003,LATCH - CA PRIVILEGED ACCESS MANAGER (CAPAM),Jump Oracle ,PRODUCCIÓN,VSPDAPPAMJS01,VSPDAPPAMJS01,172.29.52.41
HT003,LATCH - CA PRIVILEGED ACCESS MANAGER (CAPAM),Jump MSQL ,PRODUCCIÓN,VSPDBDPAMJS01,VSPDBDPAMJS01,172.29.52.42
HT003,LATCH - CA PRIVILEGED ACCESS MANAGER (CAPAM),Latch ,PRODUCCIÓN,VSPDAPCAPAM02,VSPRDAPCAP01,172.29.52.120
HT003,LATCH - CA PRIVILEGED ACCESS MANAGER (CAPAM),Latch ,PRODUCCIÓN,VSPDAPCAPAM03,VSPRDAPCAP02,172.29.52.121
Por definir,LICENCIAS GXFLOW,N/A,PREPRODUCCIÓN,VSPPAPGXFLW01,VSPPAPGXFLW01,172.30.164.133
Por definir,LICENCIAS GXFLOW,N/A,PRODUCCIÓN,VSPDAPGXFLW01,VSPDAPGXFLW01,172.30.163.19
SI105,MANTIS BUGTRAKER,N/A,PREPRODUCCIÓN,VSPPAPMANT02,VSPPAPMANT02,172.30.164.128
SI105,MANTIS BUGTRAKER,N/A,PRODUCCIÓN,VSPDAPMANT01,VSPDAPMANT01,172.30.163.28
SI010,GESTIÓN DOCUMENTAL ONBASE,N/A,PRODUCCIÓN,VSPDAPOBASE06,VSPDAPOBASE06,172.29.18.81
SI130,GESTIONWEB (WEBSUPPORT),N/A,PRODUCCIÓN,VSPDBDWEBSU01,VSPDBDWEBSU01,172.31.4.89
N/A,INFORMÁTICA ENTERPRISE DATA CATALOG,N/A,PRODUCCIÓN,VSPDAPEDC01,VSPDAPEDC01,172.30.163.67
HT004,MEGAHOPEX,N/A,PREPRODUCCIÓN,VSPPAPQAMHOP01,QAMEGAHOPEXAPP,172.29.33.155
HT004,MEGAHOPEX,N/A,PREPRODUCCIÓN,VSPPBDQAMHOP01,QAMEGAHOPEXDB,172.29.35.15
HT004,MEGAHOPEX,N/A,PRODUCCIÓN,VSMEGAHOPEXAPP,VSMEGAHOPEXAPP,172.29.52.39
HT004,MEGAHOPEX,N/A,PRODUCCIÓN,VSMEGAHOPEXDB,VSMEGAHOPEXDB,172.29.10.221
SI150,MICROSOFT CRM - ON LINE,N/A,PRODUCCIÓN,VSPDAPCRMPB02,VSPDAPCRMPB02,172.29.52.18
SI092,MICROSOFT CRM - ON PREMISE,N/A,PRODUCCIÓN,VSCRMSQL02,VSCRMSQL02,172.29.10.16
SI092,MICROSOFT CRM - ON PREMISE,N/A,PRODUCCIÓN,VSCRMSQL03,VSCRMSQL03,172.29.10.251
SI092,MICROSOFT CRM - ON PREMISE,N/A,PRODUCCIÓN,VSCRMSQLREP01,VSCRMSQLREP01,172.29.10.14
SI092,MICROSOFT CRM - ON PREMISE,N/A,PRODUCCIÓN,VSCRMSQLREP02,VSCRMSQLREP02,172.29.10.26
SI150,MICROSOFT CRM - ON LINE,N/A,DESARROLLO,VSDEAPCRMPB01,VSDEAPCRMPB01,172.30.176.90
SI150,MICROSOFT CRM - ON LINE,N/A,PRODUCCIÓN,VSPPAPCRMPB01,VSPPAPCRMPB01,172.30.164.117
SI150,MICROSOFT CRM - ON LINE,N/A,PREPRODUCCIÓN,VSPDAPCRMPB01,VSPDAPCRMPB01,172.30.163.119
HT005,MICROSOFT SECURITY - RAAS,N/A,PRODUCCIÓN,VSPDAPMOVERE01,VSPDAPMOVERE01,172.29.52.32
N/A,INFORMÁTICA ENTERPRISE DATA CATALOG,N/A,PRODUCCIÓN,VSPDAPEDC02,VSPDAPEDC02,172.30.163.68
N/A,INFORMÁTICA ENTERPRISE DATA CATALOG,N/A,PRODUCCIÓN,VSPDBDEDC01,VSPDBDEDC01,172.31.4.59
N/A,INFRAESTRUCTURA,ASRMANAGER para generar casos automáticos Oracle,PRODUCCIÓN,vsdcoasrman01p,vsdcoasrman01p,172.30.141.9
N/A,INFRAESTRUCTURA,DRP,PRODUCCIÓN,VSPDAPCLOUD01,VSPDAPCLOUD01,172.30.163.150
N/A,INFRAESTRUCTURA,FTP Linux,PRODUCCIÓN,VSPDFTPLNX01,VSPDFTPLNX01,172.30.163.41
N/A,INFRAESTRUCTURA,FTP Linux,PRODUCCIÓN,VSPDAPFTP01,VSPDAPFTP01,172.29.52.103
SI127,NORMOGRAMA,N/A,PREPRODUCCIÓN,VSPPAPNORM01,VSPPAPNORM01,172.30.164.120
SI127,NORMOGRAMA,N/A,PRODUCCIÓN,VSPDAPNORM01,VSPDAPNORM01,172.30.163.143
SI127,NORMOGRAMA,N/A,PRODUCCIÓN,VSPDAPNORM02,VSPDAPNORM02,172.30.163.144
SI040,OBSERVATORIO LABORAL Y OCUPACIONAL,N/A,PREPRODUCCIÓN,VSPPAPOBLAB02,PSNMVBOGDATAOLO,172.29.33.175
SI040,OBSERVATORIO LABORAL Y OCUPACIONAL,N/A,PREPRODUCCIÓN,VSPPAPOBLAB01,VSPPAPOBLAB01,172.30.164.59
SI040,OBSERVATORIO LABORAL Y OCUPACIONAL,MSSQLSERVER,PREPRODUCCIÓN,VSPPBDOBLAB01,VSPPBDOBLAB01,172.31.4.158
SI040,OBSERVATORIO LABORAL Y OCUPACIONAL,N/A,PRODUCCIÓN,VSPDAPOBLAB01,VSPDAPOBLAB01,172.30.163.86
SI040,OBSERVATORIO LABORAL Y OCUPACIONAL,N/A,PRODUCCIÓN,VSPDAPOBLAB02,VSPDAPOBLAB02,172.30.163.87
SI040,OBSERVATORIO LABORAL Y OCUPACIONAL,OBSL,PRODUCCIÓN,VSPDBDOGAG01,VSPDBDOGAG01,172.31.4.67
SI040,OBSERVATORIO LABORAL Y OCUPACIONAL,OBSL,PRODUCCIÓN,VSPDBDOGAG02,VSPDBDOGAG02,172.31.4.68
SI183,OFICINA VIRTUAL DE RADICACIÓN,N/A,PREPRODUCCIÓN,VSPPAPOVIRT04,VSPPAPOVIRT04,172.30.164.123
SI183,OFICINA VIRTUAL DE RADICACIÓN,N/A,PREPRODUCCIÓN,VSPPAPOVIRT05,VSPPAPOVIRT05,172.30.164.124
SI183,OFICINA VIRTUAL DE RADICACIÓN,N/A,PREPRODUCCIÓN,VSPPAPOVIRT06,VSPPAPOVIRT06,172.30.164.125
SI183,OFICINA VIRTUAL DE RADICACIÓN,N/A,PREPRODUCCIÓN,VSPPAPOVIRT07,VSPPAPOVIRT07,172.30.164.126
SI183,OFICINA VIRTUAL DE RADICACIÓN,N/A,PRODUCCIÓN,VSPDAPOVIRT04,VSPDAPOVIRT04,172.30.163.120
SI183,OFICINA VIRTUAL DE RADICACIÓN,N/A,PRODUCCIÓN,VSPDAPOVIRT05,VSPDAPOVIRT05,172.30.163.121
SI183,OFICINA VIRTUAL DE RADICACIÓN,N/A,PRODUCCIÓN,VSPDAPOVIRT06,VSPDAPOVIRT06,172.30.163.122
SI183,OFICINA VIRTUAL DE RADICACIÓN,N/A,PRODUCCIÓN,VSPDAPOVIRT07,VSPDAPOVIRT07,172.30.163.123
HT013,INTEROPERABILIDAD SENA XROAD,N/A,PRODUCCIÓN,VSPDAPXROAD01,VSPDAPXROAD01,172.30.163.65
SI012,OFICINA VIRTUAL FORMACIÓN,N/A,PRODUCCIÓN,VSPDAPOVIRF01,VSOVIRTAPP10,172.29.18.68
SI009,CORREO ELECTRÓNICO MISENA,N/A,PRODUCCIÓN,VSOVIRTAPP13,VSOVIRTAPP13,172.29.18.60
SI012,OFICINA VIRTUAL FORMACIÓN,N/A,PRODUCCIÓN,VSOVIRTAPP13,VSOVIRTAPP13,172.29.18.60
SI009,CORREO ELECTRÓNICO MISENA,N/A,PRODUCCIÓN,VSPDBDOVIR02,VSPDBDOVIR02,172.29.10.196
SI012,OFICINA VIRTUAL FORMACIÓN,OV,PRODUCCIÓN,VSPDBDOVIR02,VSPDBDOVIR02,172.29.10.196
SI012,OFICINA VIRTUAL FORMACIÓN,N/A,PRODUCCIÓN,VSOVIRTAPP12,VSOVIRTAPP12,172.29.18.59
SI009,CORREO ELECTRÓNICO MISENA,N/A,PRODUCCIÓN,VSOVIRTAPP12,VSOVIRTAPP12,172.29.18.59
SI009,CORREO ELECTRÓNICO MISENA,N/A,PRODUCCIÓN,VSOVIRTAPP14,VSOVIRTAPP14,172.29.18.61
SI012,OFICINA VIRTUAL FORMACIÓN,N/A,PRODUCCIÓN,VSOVIRTAPP14,VSOVIRTAPP14,172.29.18.61
