codigo,aplicacion,nombreSV,estadoApp,ipV4,estadoipV4,ambienteSV, rol,so,ubicacion
SI022,SISTEMA DE EVALUACIÓN Y CERTIFICACIÓN DE COMPETENCIAS LABORALES (SECCL),psnmvbogsecclbd,Aplicado,172.31.0.102,Aplicado,Producción,Capa : Base De Datos ;  No de Tarjetas Fiber Channel : N/A,Windows Server 2008 R2,ID600 - Datacenter Zona Franca
SI022,SISTEMA DE EVALUACIÓN Y CERTIFICACIÓN DE COMPETENCIAS LABORALES (SECCL),sc0102d2z06,Aplicado,172.29.10.146,Aplicado,Producción,Capa : Aplicación ;  No de Tarjetas Fiber Channel : N/A,Solaris 11.4,ID600 - Datacenter Zona Franca
SI022,SISTEMA DE EVALUACIÓN Y CERTIFICACIÓN DE COMPETENCIAS LABORALES (SECCL),sc0102d2z06,Aplicado,172.29.10.182,Aplicado,Producción,Capa : Aplicación ;  No de Tarjetas Fiber Channel : N/A,Solaris 11.4,ID600 - Datacenter Zona Franca
SI022,SISTEMA DE EVALUACIÓN Y CERTIFICACIÓN DE COMPETENCIAS LABORALES (SECCL),sc0102d2z06,Aplicado,172.29.20.146,Aplicado,Producción,Capa : Aplicación ;  No de Tarjetas Fiber Channel : N/A,Solaris 11.4,ID600 - Datacenter Zona Franca
SI022,SISTEMA DE EVALUACIÓN Y CERTIFICACIÓN DE COMPETENCIAS LABORALES (SECCL),sc0102d2z06,Aplicado,172.30.139.87,Aplicado,Producción,Capa : Aplicación ;  No de Tarjetas Fiber Channel : N/A,Solaris 11.4,ID600 - Datacenter Zona Franca
SI022,SISTEMA DE EVALUACIÓN Y CERTIFICACIÓN DE COMPETENCIAS LABORALES (SECCL),sc0102d2z06,Aplicado,172.31.1.201,Aplicado,Producción,Capa : Aplicación ;  No de Tarjetas Fiber Channel : N/A,Solaris 11.4,ID600 - Datacenter Zona Franca
SI022,SISTEMA DE EVALUACIÓN Y CERTIFICACIÓN DE COMPETENCIAS LABORALES (SECCL),sc0102d2z06,Aplicado,192.168.10.34,Aplicado,Producción,Capa : Aplicación ;  No de Tarjetas Fiber Channel : N/A,Solaris 11.4,ID600 - Datacenter Zona Franca
SI022,SISTEMA DE EVALUACIÓN Y CERTIFICACIÓN DE COMPETENCIAS LABORALES (SECCL),sc0102d2z06,Aplicado,192.168.24.57,Aplicado,Producción,Capa : Aplicación ;  No de Tarjetas Fiber Channel : N/A,Solaris 11.4,ID600 - Datacenter Zona Franca
SI022,SISTEMA DE EVALUACIÓN Y CERTIFICACIÓN DE COMPETENCIAS LABORALES (SECCL),sc0102d2z06,Aplicado,192.168.24.58,Aplicado,Producción,Capa : Aplicación ;  No de Tarjetas Fiber Channel : N/A,Solaris 11.4,ID600 - Datacenter Zona Franca
SI022,SISTEMA DE EVALUACIÓN Y CERTIFICACIÓN DE COMPETENCIAS LABORALES (SECCL),sc0102d2z06,Aplicado,192.168.28.130,Aplicado,Producción,Capa : Aplicación ;  No de Tarjetas Fiber Channel : N/A,Solaris 11.4,ID600 - Datacenter Zona Franca
SI022,SISTEMA DE EVALUACIÓN Y CERTIFICACIÓN DE COMPETENCIAS LABORALES (SECCL),sc0102d2z06,Aplicado,192.168.28.30,Aplicado,Producción,Capa : Aplicación ;  No de Tarjetas Fiber Channel : N/A,Solaris 11.4,ID600 - Datacenter Zona Franca
SI022,SISTEMA DE EVALUACIÓN Y CERTIFICACIÓN DE COMPETENCIAS LABORALES (SECCL),vssecclapp01,Aplicado,172.29.18.46,Aplicado,Producción,Capa : Aplicación ;  No de Tarjetas Fiber Channel : N/A,Windows Server 2012 R2,ID600 - Datacenter Zona Franca
SI022,SISTEMA DE EVALUACIÓN Y CERTIFICACIÓN DE COMPETENCIAS LABORALES (SECCL),vssecclapp01,Aplicado,172.31.0.246,Aplicado,Producción,Capa : Aplicación ;  No de Tarjetas Fiber Channel : N/A,Windows Server 2012 R2,ID600 - Datacenter Zona Franca
SI022,SISTEMA DE EVALUACIÓN Y CERTIFICACIÓN DE COMPETENCIAS LABORALES (SECCL),vssecclapp01,Aplicado,172.31.6.246,Aplicado,Producción,Capa : Aplicación ;  No de Tarjetas Fiber Channel : N/A,Windows Server 2012 R2,ID600 - Datacenter Zona Franca
SI022,SISTEMA DE EVALUACIÓN Y CERTIFICACIÓN DE COMPETENCIAS LABORALES (SECCL),vssecclapp02,Aplicado,172.29.18.47,Aplicado,Producción,Capa : Aplicación ;  No de Tarjetas Fiber Channel : N/A,Windows Server 2012 R2,ID600 - Datacenter Zona Franca
SI022,SISTEMA DE EVALUACIÓN Y CERTIFICACIÓN DE COMPETENCIAS LABORALES (SECCL),vssecclapp02,Aplicado,172.31.0.245,Aplicado,Producción,Capa : Aplicación ;  No de Tarjetas Fiber Channel : N/A,Windows Server 2012 R2,ID600 - Datacenter Zona Franca
SI022,SISTEMA DE EVALUACIÓN Y CERTIFICACIÓN DE COMPETENCIAS LABORALES (SECCL),vssecclapp02,Aplicado,172.31.6.245,Aplicado,Producción,Capa : Aplicación ;  No de Tarjetas Fiber Channel : N/A,Windows Server 2012 R2,ID600 - Datacenter Zona Franca
SI022,SISTEMA DE EVALUACIÓN Y CERTIFICACIÓN DE COMPETENCIAS LABORALES (SECCL),vssecclbd01,Aplicado,172.29.11.126,Aplicado,Producción,Capa : Base De Datos ;  No de Tarjetas Fiber Channel : N/A,Windows Server 2008 R2,ID600 - Datacenter Zona Franca
SI022,SISTEMA DE EVALUACIÓN Y CERTIFICACIÓN DE COMPETENCIAS LABORALES (SECCL),vssecclbd01,Aplicado,172.30.6.243,Aplicado,Producción,Capa : Base De Datos ;  No de Tarjetas Fiber Channel : N/A,Windows Server 2008 R2,ID600 - Datacenter Zona Franca
SI022,SISTEMA DE EVALUACIÓN Y CERTIFICACIÓN DE COMPETENCIAS LABORALES (SECCL),vssecclbd01,Aplicado,172.31.0.243,Aplicado,Producción,Capa : Base De Datos ;  No de Tarjetas Fiber Channel : N/A,Windows Server 2008 R2,ID600 - Datacenter Zona Franca
SI022,SISTEMA DE EVALUACIÓN Y CERTIFICACIÓN DE COMPETENCIAS LABORALES (SECCL),vssecclbd02,Aplicado,172.29.11.135,Aplicado,Producción,Capa : Base De Datos ;  No de Tarjetas Fiber Channel : N/A,Windows Server 2008 R2,ID600 - Datacenter Zona Franca
SI022,SISTEMA DE EVALUACIÓN Y CERTIFICACIÓN DE COMPETENCIAS LABORALES (SECCL),vssecclbd02,Aplicado,172.31.0.244,Aplicado,Producción,Capa : Base De Datos ;  No de Tarjetas Fiber Channel : N/A,Windows Server 2008 R2,ID600 - Datacenter Zona Franca
SI022,SISTEMA DE EVALUACIÓN Y CERTIFICACIÓN DE COMPETENCIAS LABORALES (SECCL),vssecclbd02,Aplicado,172.31.6.244,Aplicado,Producción,Capa : Base De Datos ;  No de Tarjetas Fiber Channel : N/A,Windows Server 2008 R2,ID600 - Datacenter Zona Franca
SI022,SISTEMA DE EVALUACIÓN Y CERTIFICACIÓN DE COMPETENCIAS LABORALES (SECCL),vsseccltask01,Aplicado,172.29.19.187,Aplicado,Producción,Capa : Aplicación ;  No de Tarjetas Fiber Channel : N/A,Windows Server 2012 R2,ID600 - Datacenter Zona Franca
SI022,SISTEMA DE EVALUACIÓN Y CERTIFICACIÓN DE COMPETENCIAS LABORALES (SECCL),vsseccltask01,Aplicado,172.31.0.242,Aplicado,Producción,Capa : Aplicación ;  No de Tarjetas Fiber Channel : N/A,Windows Server 2012 R2,ID600 - Datacenter Zona Franca
SI022,SISTEMA DE EVALUACIÓN Y CERTIFICACIÓN DE COMPETENCIAS LABORALES (SECCL),vsseccltask01,Aplicado,172.31.6.242,Aplicado,Producción,Capa : Aplicación ;  No de Tarjetas Fiber Channel : N/A,Windows Server 2012 R2,ID600 - Datacenter Zona Franca
SI026,FIRMA DIGITAL_CERTIFICACIONES,sc0-0201d2z02cli,Eliminado,172.29.10.82,Aplicado,Producción,"Capa: Base de Datos, No de Tarjetas Fiber Channel: N/A",Solaris 10,ID601 - Datacenter Odata
SI026,FIRMA DIGITAL_CERTIFICACIONES,sc0-0201d2z02cli,Eliminado,172.30.139.166,Aplicado,Producción,"Capa: Base de Datos, No de Tarjetas Fiber Channel: N/A",Solaris 10,ID601 - Datacenter Odata
SI026,FIRMA DIGITAL_CERTIFICACIONES,sc0-0201d2z02cli,Eliminado,172.31.21.36,Aplicado,Producción,"Capa: Base de Datos, No de Tarjetas Fiber Channel: N/A",Solaris 10,ID601 - Datacenter Odata
SI026,FIRMA DIGITAL_CERTIFICACIONES,sc0-0201d2z02cli,Eliminado,172.31.3.136,Aplicado,Producción,"Capa: Base de Datos, No de Tarjetas Fiber Channel: N/A",Solaris 10,ID601 - Datacenter Odata
SI026,FIRMA DIGITAL_CERTIFICACIONES,sc0-0201d2z02cli,Eliminado,192.168.28.212,Aplicado,Producción,"Capa: Base de Datos, No de Tarjetas Fiber Channel: N/A",Solaris 10,ID601 - Datacenter Odata
SI026,FIRMA DIGITAL_CERTIFICACIONES,sc0-0201d2z02cli,Eliminado,,,Producción,"Capa: Base de Datos, No de Tarjetas Fiber Channel: N/A",Solaris 10,ID601 - Datacenter Odata
SI026,FIRMA DIGITAL_CERTIFICACIONES,sc0-0201d2z05cli,Eliminado,172.29.10.34,Aplicado,Producción,"Capa: Base de Datos, No de Tarjetas Fiber Channel: N/A",Solaris 10,ID601 - Datacenter Odata
SI026,FIRMA DIGITAL_CERTIFICACIONES,sc0-0201d2z05cli,Eliminado,172.30.139.168,Aplicado,Producción,"Capa: Base de Datos, No de Tarjetas Fiber Channel: N/A",Solaris 10,ID601 - Datacenter Odata
SI026,FIRMA DIGITAL_CERTIFICACIONES,sc0-0201d2z05cli,Eliminado,172.31.21.38,Aplicado,Producción,"Capa: Base de Datos, No de Tarjetas Fiber Channel: N/A",Solaris 10,ID601 - Datacenter Odata
SI026,FIRMA DIGITAL_CERTIFICACIONES,sc0-0201d2z05cli,Eliminado,172.31.3.138,Aplicado,Producción,"Capa: Base de Datos, No de Tarjetas Fiber Channel: N/A",Solaris 10,ID601 - Datacenter Odata
SI026,FIRMA DIGITAL_CERTIFICACIONES,sc0-0201d2z05cli,Eliminado,192.168.28.214,Aplicado,Producción,"Capa: Base de Datos, No de Tarjetas Fiber Channel: N/A",Solaris 10,ID601 - Datacenter Odata
SI026,FIRMA DIGITAL_CERTIFICACIONES,sc0-0201d2z05cli,Eliminado,,,Producción,"Capa: Base de Datos, No de Tarjetas Fiber Channel: N/A",Solaris 10,ID601 - Datacenter Odata
SI026,FIRMA DIGITAL_CERTIFICACIONES,sc0-0202d2z02cli,Eliminado,172.29.10.142,Aplicado,Producción,"Capa: Base de Datos, No de Tarjetas Fiber Channel: N/A",Solaris 10,ID601 - Datacenter Odata
SI026,FIRMA DIGITAL_CERTIFICACIONES,sc0-0202d2z02cli,Eliminado,172.30.139.172,Aplicado,Producción,"Capa: Base de Datos, No de Tarjetas Fiber Channel: N/A",Solaris 10,ID601 - Datacenter Odata
SI026,FIRMA DIGITAL_CERTIFICACIONES,sc0-0202d2z02cli,Eliminado,172.31.21.42,Aplicado,Producción,"Capa: Base de Datos, No de Tarjetas Fiber Channel: N/A",Solaris 10,ID601 - Datacenter Odata
SI026,FIRMA DIGITAL_CERTIFICACIONES,sc0-0202d2z02cli,Eliminado,172.31.3.142,Aplicado,Producción,"Capa: Base de Datos, No de Tarjetas Fiber Channel: N/A",Solaris 10,ID601 - Datacenter Odata
SI026,FIRMA DIGITAL_CERTIFICACIONES,sc0-0202d2z02cli,Eliminado,192.168.28.222,Aplicado,Producción,"Capa: Base de Datos, No de Tarjetas Fiber Channel: N/A",Solaris 10,ID601 - Datacenter Odata
SI026,FIRMA DIGITAL_CERTIFICACIONES,sc0-0202d2z02cli,Eliminado,,,Producción,"Capa: Base de Datos, No de Tarjetas Fiber Channel: N/A",Solaris 10,ID601 - Datacenter Odata
SI026,FIRMA DIGITAL_CERTIFICACIONES,sc0-0202d2z05cli,Eliminado,172.29.10.145,Aplicado,Producción,"Capa: Base de Datos, No de Tarjetas Fiber Channel: N/A",Solaris 10,ID601 - Datacenter Odata
SI026,FIRMA DIGITAL_CERTIFICACIONES,sc0-0202d2z05cli,Eliminado,172.30.139.174,Aplicado,Producción,"Capa: Base de Datos, No de Tarjetas Fiber Channel: N/A",Solaris 10,ID601 - Datacenter Odata
SI026,FIRMA DIGITAL_CERTIFICACIONES,sc0-0202d2z05cli,Eliminado,172.31.21.45,Aplicado,Producción,"Capa: Base de Datos, No de Tarjetas Fiber Channel: N/A",Solaris 10,ID601 - Datacenter Odata
SI026,FIRMA DIGITAL_CERTIFICACIONES,sc0-0202d2z05cli,Eliminado,172.31.3.145,Aplicado,Producción,"Capa: Base de Datos, No de Tarjetas Fiber Channel: N/A",Solaris 10,ID601 - Datacenter Odata
SI026,FIRMA DIGITAL_CERTIFICACIONES,sc0-0202d2z05cli,Eliminado,192.168.28.224,Aplicado,Producción,"Capa: Base de Datos, No de Tarjetas Fiber Channel: N/A",Solaris 10,ID601 - Datacenter Odata
SI026,FIRMA DIGITAL_CERTIFICACIONES,sc0-0202d2z05cli,Eliminado,,,Producción,"Capa: Base de Datos, No de Tarjetas Fiber Channel: N/A",Solaris 10,ID601 - Datacenter Odata
SI026,FIRMA DIGITAL_CERTIFICACIONES,sc0101d2z09,Aplicado,172.29.10.124,Aplicado,Producción,Capa : Aplicación ;  No de Tarjetas Fiber Channel : N/A,Solaris 11.4,ID600 - Datacenter Zona Franca
SI026,FIRMA DIGITAL_CERTIFICACIONES,sc0101d2z09,Aplicado,172.29.10.125,Aplicado,Producción,Capa : Aplicación ;  No de Tarjetas Fiber Channel : N/A,Solaris 11.4,ID600 - Datacenter Zona Franca
SI026,FIRMA DIGITAL_CERTIFICACIONES,sc0101d2z09,Aplicado,172.29.10.165,Aplicado,Producción,Capa : Aplicación ;  No de Tarjetas Fiber Channel : N/A,Solaris 11.4,ID600 - Datacenter Zona Franca
SI026,FIRMA DIGITAL_CERTIFICACIONES,sc0101d2z09,Aplicado,172.29.10.34,Aplicado,Producción,Capa : Aplicación ;  No de Tarjetas Fiber Channel : N/A,Solaris 11.4,ID600 - Datacenter Zona Franca
SI026,FIRMA DIGITAL_CERTIFICACIONES,sc0101d2z09,Aplicado,172.29.20.135,Aplicado,Producción,Capa : Aplicación ;  No de Tarjetas Fiber Channel : N/A,Solaris 11.4,ID600 - Datacenter Zona Franca
SI026,FIRMA DIGITAL_CERTIFICACIONES,sc0101d2z09,Aplicado,172.30.139.38,Aplicado,Producción,Capa : Aplicación ;  No de Tarjetas Fiber Channel : N/A,Solaris 11.4,ID600 - Datacenter Zona Franca
SI026,FIRMA DIGITAL_CERTIFICACIONES,sc0101d2z09,Aplicado,172.31.3.67,Aplicado,Producción,Capa : Aplicación ;  No de Tarjetas Fiber Channel : N/A,Solaris 11.4,ID600 - Datacenter Zona Franca
SI026,FIRMA DIGITAL_CERTIFICACIONES,sc0101d2z09,Aplicado,192.168.29.11,Aplicado,Producción,Capa : Aplicación ;  No de Tarjetas Fiber Channel : N/A,Solaris 11.4,ID600 - Datacenter Zona Franca
SI026,FIRMA DIGITAL_CERTIFICACIONES,sc0101d2z09,Aplicado,,,Producción,Capa : Aplicación ;  No de Tarjetas Fiber Channel : N/A,Solaris 11.4,ID600 - Datacenter Zona Franca
SI026,FIRMA DIGITAL_CERTIFICACIONES,sc01zdbadm13,Aplicado,172.29.20.191,Aplicado,Producción,"Capa: Base de Datos, No de Tarjetas Fiber Channel: N/A",Solaris 11.4,ID600 - Datacenter Zona Franca
SI026,FIRMA DIGITAL_CERTIFICACIONES,sc01zdbadm13,Aplicado,172.29.21.101,Aplicado,Producción,"Capa: Base de Datos, No de Tarjetas Fiber Channel: N/A",Solaris 11.4,ID600 - Datacenter Zona Franca
SI026,FIRMA DIGITAL_CERTIFICACIONES,sc01zdbadm13,Aplicado,172.29.21.16,Aplicado,Producción,"Capa: Base de Datos, No de Tarjetas Fiber Channel: N/A",Solaris 11.4,ID600 - Datacenter Zona Franca
SI026,FIRMA DIGITAL_CERTIFICACIONES,sc01zdbadm13,Aplicado,172.29.21.50,Aplicado,Producción,"Capa: Base de Datos, No de Tarjetas Fiber Channel: N/A",Solaris 11.4,ID600 - Datacenter Zona Franca
SI026,FIRMA DIGITAL_CERTIFICACIONES,sc01zdbadm13,Aplicado,172.31.3.239,Aplicado,Producción,"Capa: Base de Datos, No de Tarjetas Fiber Channel: N/A",Solaris 11.4,ID600 - Datacenter Zona Franca
SI026,FIRMA DIGITAL_CERTIFICACIONES,sc01zdbadm13,Aplicado,192.168.10.55,Aplicado,Producción,"Capa: Base de Datos, No de Tarjetas Fiber Channel: N/A",Solaris 11.4,ID600 - Datacenter Zona Franca
SI026,FIRMA DIGITAL_CERTIFICACIONES,sc01zdbadm13,Aplicado,192.168.24.117,Aplicado,Producción,"Capa: Base de Datos, No de Tarjetas Fiber Channel: N/A",Solaris 11.4,ID600 - Datacenter Zona Franca
SI026,FIRMA DIGITAL_CERTIFICACIONES,sc01zdbadm13,Aplicado,192.168.24.118,Aplicado,Producción,"Capa: Base de Datos, No de Tarjetas Fiber Channel: N/A",Solaris 11.4,ID600 - Datacenter Zona Franca
SI026,FIRMA DIGITAL_CERTIFICACIONES,sc01zdbadm13,Aplicado,192.168.28.60,Aplicado,Producción,"Capa: Base de Datos, No de Tarjetas Fiber Channel: N/A",Solaris 11.4,ID600 - Datacenter Zona Franca
SI026,FIRMA DIGITAL_CERTIFICACIONES,sc01zdbadm25,Aplicado,172.29.20.192,Aplicado,Producción,"Capa: Base de Datos, No de Tarjetas Fiber Channel: N/A",Solaris 11.4,ID600 - Datacenter Zona Franca
SI026,FIRMA DIGITAL_CERTIFICACIONES,sc01zdbadm25,Aplicado,172.29.21.100,Aplicado,Producción,"Capa: Base de Datos, No de Tarjetas Fiber Channel: N/A",Solaris 11.4,ID600 - Datacenter Zona Franca
SI026,FIRMA DIGITAL_CERTIFICACIONES,sc01zdbadm25,Aplicado,172.29.21.102,Aplicado,Producción,"Capa: Base de Datos, No de Tarjetas Fiber Channel: N/A",Solaris 11.4,ID600 - Datacenter Zona Franca
SI026,FIRMA DIGITAL_CERTIFICACIONES,sc01zdbadm25,Aplicado,172.29.21.17,Aplicado,Producción,"Capa: Base de Datos, No de Tarjetas Fiber Channel: N/A",Solaris 11.4,ID600 - Datacenter Zona Franca
SI026,FIRMA DIGITAL_CERTIFICACIONES,sc01zdbadm25,Aplicado,172.29.21.51,Aplicado,Producción,"Capa: Base de Datos, No de Tarjetas Fiber Channel: N/A",Solaris 11.4,ID600 - Datacenter Zona Franca
SI026,FIRMA DIGITAL_CERTIFICACIONES,sc01zdbadm25,Aplicado,172.31.3.240,Aplicado,Producción,"Capa: Base de Datos, No de Tarjetas Fiber Channel: N/A",Solaris 11.4,ID600 - Datacenter Zona Franca
SI026,FIRMA DIGITAL_CERTIFICACIONES,sc01zdbadm25,Aplicado,192.168.10.56,Aplicado,Producción,"Capa: Base de Datos, No de Tarjetas Fiber Channel: N/A",Solaris 11.4,ID600 - Datacenter Zona Franca
SI026,FIRMA DIGITAL_CERTIFICACIONES,sc01zdbadm25,Aplicado,192.168.24.119,Aplicado,Producción,"Capa: Base de Datos, No de Tarjetas Fiber Channel: N/A",Solaris 11.4,ID600 - Datacenter Zona Franca
SI026,FIRMA DIGITAL_CERTIFICACIONES,sc01zdbadm25,Aplicado,192.168.24.120,Aplicado,Producción,"Capa: Base de Datos, No de Tarjetas Fiber Channel: N/A",Solaris 11.4,ID600 - Datacenter Zona Franca
SI026,FIRMA DIGITAL_CERTIFICACIONES,sc01zdbadm25,Aplicado,192.168.28.61,Aplicado,Producción,"Capa: Base de Datos, No de Tarjetas Fiber Channel: N/A",Solaris 11.4,ID600 - Datacenter Zona Franca
SI026,FIRMA DIGITAL_CERTIFICACIONES,vsfirmdigapp01,,,,Producción,Capa : Aplicación ;  No de Tarjetas Fiber Channel : N/A,,ID600 - Datacenter Zona Franca
SI026,FIRMA DIGITAL_CERTIFICACIONES,vsfirmdigapp02,,,,Producción,Capa : Aplicación ;  No de Tarjetas Fiber Channel : N/A,,ID600 - Datacenter Zona Franca
SI026,FIRMA DIGITAL_CERTIFICACIONES,vsfirmdigapp03,,,,Producción,Capa : Aplicación ;  No de Tarjetas Fiber Channel : N/A,,ID600 - Datacenter Zona Franca
SI026,FIRMA DIGITAL_CERTIFICACIONES,vsfirmdigapp04,,,,Producción,Capa : Aplicación ;  No de Tarjetas Fiber Channel : N/A,,ID600 - Datacenter Zona Franca
SI026,FIRMA DIGITAL_CERTIFICACIONES,vsfirmdigapp05,,,,Producción,Capa : Aplicación ;  No de Tarjetas Fiber Channel : N/A,,ID600 - Datacenter Zona Franca
SI026,FIRMA DIGITAL_CERTIFICACIONES,vspdapfidig01,Aplicado,172.30.163.162,Aplicado,Producción,,Windows Server 2019,ID600 - Datacenter Zona Franca
SI026,FIRMA DIGITAL_CERTIFICACIONES,vspdapfidig01,Aplicado,172.31.3.241,Aplicado,Producción,,Windows Server 2019,ID600 - Datacenter Zona Franca
SI026,FIRMA DIGITAL_CERTIFICACIONES,vspdapfidig01,Aplicado,172.31.6.132,Aplicado,Producción,,Windows Server 2019,ID600 - Datacenter Zona Franca
SI026,FIRMA DIGITAL_CERTIFICACIONES,vspdapfidig01,Aplicado,2801:1ca:2:123c:dc01:ceda:ac1e:a3a2,Aplicado,Producción,,Windows Server 2019,ID600 - Datacenter Zona Franca
SI026,FIRMA DIGITAL_CERTIFICACIONES,vspdapfidig02,Aplicado,172.30.163.163,Aplicado,Producción,,Windows Server 2019,ID600 - Datacenter Zona Franca
SI026,FIRMA DIGITAL_CERTIFICACIONES,vspdapfidig02,Aplicado,172.31.3.242,Aplicado,Producción,,Windows Server 2019,ID600 - Datacenter Zona Franca
SI026,FIRMA DIGITAL_CERTIFICACIONES,vspdapfidig02,Aplicado,172.31.6.133,Aplicado,Producción,,Windows Server 2019,ID600 - Datacenter Zona Franca
SI026,FIRMA DIGITAL_CERTIFICACIONES,vspdapfidig02,Aplicado,2801:1ca:2:123c:dc01:ceda:ac1e:a3a3,Aplicado,Producción,,Windows Server 2019,ID600 - Datacenter Zona Franca
SI026,FIRMA DIGITAL_CERTIFICACIONES,vspdapfidig03,Aplicado,172.30.163.164,Aplicado,Producción,,Windows Server 2019,ID600 - Datacenter Zona Franca
SI026,FIRMA DIGITAL_CERTIFICACIONES,vspdapfidig03,Aplicado,172.31.3.243,Aplicado,Producción,,Windows Server 2019,ID600 - Datacenter Zona Franca
SI026,FIRMA DIGITAL_CERTIFICACIONES,vspdapfidig04,Aplicado,172.30.163.165,Aplicado,Producción,,Windows Server 2019,ID600 - Datacenter Zona Franca
SI026,FIRMA DIGITAL_CERTIFICACIONES,vspdapfidig04,Aplicado,172.31.3.244,Aplicado,Producción,,Windows Server 2019,ID600 - Datacenter Zona Franca
SI026,FIRMA DIGITAL_CERTIFICACIONES,vspdapfidig04,Aplicado,172.31.6.135,Aplicado,Producción,,Windows Server 2019,ID600 - Datacenter Zona Franca
SI027,CONTRATACIÓN,vspdbdctrta01,Aplicado,172.30.154.18,Aplicado,Producción,Capa : Aplicación ;  No de Tarjetas Fiber Channel : N/A,Windows Server 2019,ID600 - Datacenter Zona Franca
SI027,CONTRATACIÓN,vspdbdctrta01,Aplicado,172.31.2.161,Aplicado,Producción,Capa : Aplicación ;  No de Tarjetas Fiber Channel : N/A,Windows Server 2019,ID600 - Datacenter Zona Franca
SI027,CONTRATACIÓN,vspdbdctrta01,Aplicado,172.31.22.161,Aplicado,Producción,Capa : Aplicación ;  No de Tarjetas Fiber Channel : N/A,Windows Server 2019,ID600 - Datacenter Zona Franca
SI027,CONTRATACIÓN,vspdbdctrta01,Aplicado,,,Producción,Capa : Aplicación ;  No de Tarjetas Fiber Channel : N/A,Windows Server 2019,ID600 - Datacenter Zona Franca
SI028,DIRECTORIO ACTIVO,vspdadds01,Aplicado,172.29.13.153,Aplicado,Producción,Capa : Aplicación ;  No de Tarjetas Fiber Channel : N/A,Windows Server 2019,ID600 - Datacenter Zona Franca
SI028,DIRECTORIO ACTIVO,vspdadds01,Aplicado,172.31.2.66,Aplicado,Producción,Capa : Aplicación ;  No de Tarjetas Fiber Channel : N/A,Windows Server 2019,ID600 - Datacenter Zona Franca
SI028,DIRECTORIO ACTIVO,vspdadds01,Aplicado,2801:1ca:2:124f:dc01:ceda:ac1d:d99,Aplicado,Producción,Capa : Aplicación ;  No de Tarjetas Fiber Channel : N/A,Windows Server 2019,ID600 - Datacenter Zona Franca
SI028,DIRECTORIO ACTIVO,vspdadds02,Aplicado,172.29.13.154,Aplicado,Producción,Capa : Aplicación ;  No de Tarjetas Fiber Channel : N/A,Windows Server 2019,ID600 - Datacenter Zona Franca
SI028,DIRECTORIO ACTIVO,vspdadds02,Aplicado,172.31.1.232,Aplicado,Producción,Capa : Aplicación ;  No de Tarjetas Fiber Channel : N/A,Windows Server 2019,ID600 - Datacenter Zona Franca
SI028,DIRECTORIO ACTIVO,vspdadds02,Aplicado,2801:1ca:2:124f:dc01:ceda:ac1d:d9a,Aplicado,Producción,Capa : Aplicación ;  No de Tarjetas Fiber Channel : N/A,Windows Server 2019,ID600 - Datacenter Zona Franca
SI028,DIRECTORIO ACTIVO,vspdadds03,Aplicado,172.29.13.155,Aplicado,Producción,Capa : Aplicación ;  No de Tarjetas Fiber Channel : N/A,Windows Server 2019,ID600 - Datacenter Zona Franca
SI028,DIRECTORIO ACTIVO,vspdadds03,Aplicado,172.31.1.234,Aplicado,Producción,Capa : Aplicación ;  No de Tarjetas Fiber Channel : N/A,Windows Server 2019,ID600 - Datacenter Zona Franca
SI028,DIRECTORIO ACTIVO,vspdadds03,Aplicado,2801:1ca:2:124f:dc01:ceda:ac1d:d9b,Aplicado,Producción,Capa : Aplicación ;  No de Tarjetas Fiber Channel : N/A,Windows Server 2019,ID600 - Datacenter Zona Franca
SI028,DIRECTORIO ACTIVO,vspdadds04,Aplicado,172.29.13.156,Aplicado,Producción,Capa : Aplicación ;  No de Tarjetas Fiber Channel : N/A,Windows Server 2019,ID600 - Datacenter Zona Franca
SI028,DIRECTORIO ACTIVO,vspdadds04,Aplicado,172.31.1.143,Aplicado,Producción,Capa : Aplicación ;  No de Tarjetas Fiber Channel : N/A,Windows Server 2019,ID600 - Datacenter Zona Franca
SI028,DIRECTORIO ACTIVO,vspdadds04,Aplicado,2801:1ca:2:124f:dc01:ceda:ac1d:d9c,Aplicado,Producción,Capa : Aplicación ;  No de Tarjetas Fiber Channel : N/A,Windows Server 2019,ID600 - Datacenter Zona Franca
SI028,DIRECTORIO ACTIVO,vspdadds05,Aplicado,172.29.13.157,Aplicado,Producción,Capa : Aplicación ;  No de Tarjetas Fiber Channel : N/A,Windows Server 2019,ID600 - Datacenter Zona Franca
SI028,DIRECTORIO ACTIVO,vspdadds05,Aplicado,172.31.1.233,Aplicado,Producción,Capa : Aplicación ;  No de Tarjetas Fiber Channel : N/A,Windows Server 2019,ID600 - Datacenter Zona Franca
SI028,DIRECTORIO ACTIVO,vspdadds06,Aplicado,172.30.132.232,Aplicado,Producción,Capa : Aplicación ;  No de Tarjetas Fiber Channel : N/A,Windows Server 2019,ID600 - Datacenter Zona Franca
SI028,DIRECTORIO ACTIVO,vspdadds06,Aplicado,172.31.0.54,Aplicado,Producción,Capa : Aplicación ;  No de Tarjetas Fiber Channel : N/A,Windows Server 2019,ID600 - Datacenter Zona Franca
SI028,DIRECTORIO ACTIVO,vspdadds06,Aplicado,2801:1ca:2:1229:dc01:ceda:ac1e:84e8,Aplicado,Producción,Capa : Aplicación ;  No de Tarjetas Fiber Channel : N/A,Windows Server 2019,ID600 - Datacenter Zona Franca
